image_path,label
dataset/train_aug\BEAUTIFUL\aug_13.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_14.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_15.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_16.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_17.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_18.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_19.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_20.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_21.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_22.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_23.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_24.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_25.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_26.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_27.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_28.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_29.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_30.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_31.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_32.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_33.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_34.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_35.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_36.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_37.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_38.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_39.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_40.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_41.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_42.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_43.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_44.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_45.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_46.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_47.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_48.jpg,BEAUTIFUL
dataset/train_aug\BEAUTIFUL\aug_49.jpg,BEAUTIFUL
dataset/train_aug\BECOME\orig_BECOME (1).jpg,BECOME
dataset/train_aug\BECOME\orig_BECOME (2).jpg,BECOME
dataset/train_aug\BECOME\orig_BECOME (3).jpg,BECOME
dataset/train_aug\BECOME\orig_BECOME (4).jpg,BECOME
dataset/train_aug\BECOME\aug_4.jpg,BECOME
dataset/train_aug\BECOME\aug_5.jpg,BECOME
dataset/train_aug\BECOME\aug_6.jpg,BECOME
dataset/train_aug\BECOME\aug_7.jpg,BECOME
dataset/train_aug\BECOME\aug_8.jpg,BECOME
dataset/train_aug\BECOME\aug_9.jpg,BECOME
dataset/train_aug\BECOME\aug_10.jpg,BECOME
dataset/train_aug\BECOME\aug_11.jpg,BECOME
dataset/train_aug\BECOME\aug_12.jpg,BECOME
dataset/train_aug\BECOME\aug_13.jpg,BECOME
dataset/train_aug\BECOME\aug_14.jpg,BECOME
dataset/train_aug\BECOME\aug_15.jpg,BECOME
dataset/train_aug\BECOME\aug_16.jpg,BECOME
dataset/train_aug\BECOME\aug_17.jpg,BECOME
dataset/train_aug\BECOME\aug_18.jpg,BECOME
dataset/train_aug\BECOME\aug_19.jpg,BECOME
dataset/train_aug\BECOME\aug_20.jpg,BECOME
dataset/train_aug\BECOME\aug_21.jpg,BECOME
dataset/train_aug\BECOME\aug_22.jpg,BECOME
dataset/train_aug\BECOME\aug_23.jpg,BECOME
dataset/train_aug\BECOME\aug_24.jpg,BECOME
dataset/train_aug\BECOME\aug_25.jpg,BECOME
dataset/train_aug\BECOME\aug_26.jpg,BECOME
dataset/train_aug\BECOME\aug_27.jpg,BECOME
dataset/train_aug\BECOME\aug_28.jpg,BECOME
dataset/train_aug\BECOME\aug_29.jpg,BECOME
dataset/train_aug\BECOME\aug_30.jpg,BECOME
dataset/train_aug\BECOME\aug_31.jpg,BECOME
dataset/train_aug\BECOME\aug_32.jpg,BECOME
dataset/train_aug\BECOME\aug_33.jpg,BECOME
dataset/train_aug\BECOME\aug_34.jpg,BECOME
dataset/train_aug\BECOME\aug_35.jpg,BECOME
dataset/train_aug\BECOME\aug_36.jpg,BECOME
dataset/train_aug\BECOME\aug_37.jpg,BECOME
dataset/train_aug\BECOME\aug_38.jpg,BECOME
dataset/train_aug\BECOME\aug_39.jpg,BECOME
dataset/train_aug\BECOME\aug_40.jpg,BECOME
dataset/train_aug\BECOME\aug_41.jpg,BECOME
dataset/train_aug\BECOME\aug_42.jpg,BECOME
dataset/train_aug\BECOME\aug_43.jpg,BECOME
dataset/train_aug\BECOME\aug_44.jpg,BECOME
dataset/train_aug\BECOME\aug_45.jpg,BECOME
dataset/train_aug\BECOME\aug_46.jpg,BECOME
dataset/train_aug\BECOME\aug_47.jpg,BECOME
dataset/train_aug\BECOME\aug_48.jpg,BECOME
dataset/train_aug\BECOME\aug_49.jpg,BECOME
dataset/train_aug\BED\orig_BED (2).jpg,BED
dataset/train_aug\BED\orig_BED (3).jpg,BED
dataset/train_aug\BED\orig_BED (4).jpg,BED
dataset/train_aug\BED\orig_BED (6).jpg,BED
dataset/train_aug\BED\orig_BED (7).jpg,BED
dataset/train_aug\BED\aug_5.jpg,BED
dataset/train_aug\BED\aug_6.jpg,BED
dataset/train_aug\BED\aug_7.jpg,BED
dataset/train_aug\BED\aug_8.jpg,BED
dataset/train_aug\BED\aug_9.jpg,BED
dataset/train_aug\BED\aug_10.jpg,BED
dataset/train_aug\BED\aug_11.jpg,BED
dataset/train_aug\BED\aug_12.jpg,BED
dataset/train_aug\BED\aug_13.jpg,BED
dataset/train_aug\BED\aug_14.jpg,BED
dataset/train_aug\BED\aug_15.jpg,BED
dataset/train_aug\BED\aug_16.jpg,BED
dataset/train_aug\BED\aug_17.jpg,BED
dataset/train_aug\BED\aug_18.jpg,BED
dataset/train_aug\BED\aug_19.jpg,BED
dataset/train_aug\BED\aug_20.jpg,BED
dataset/train_aug\BED\aug_21.jpg,BED
dataset/train_aug\BED\aug_22.jpg,BED
dataset/train_aug\BED\aug_23.jpg,BED
dataset/train_aug\BED\aug_24.jpg,BED
dataset/train_aug\BED\aug_25.jpg,BED
dataset/train_aug\BED\aug_26.jpg,BED
dataset/train_aug\BED\aug_27.jpg,BED
dataset/train_aug\BED\aug_28.jpg,BED
dataset/train_aug\BED\aug_29.jpg,BED
dataset/train_aug\BED\aug_30.jpg,BED
dataset/train_aug\BED\aug_31.jpg,BED
dataset/train_aug\BED\aug_32.jpg,BED
dataset/train_aug\BED\aug_33.jpg,BED
dataset/train_aug\BED\aug_34.jpg,BED
dataset/train_aug\BED\aug_35.jpg,BED
dataset/train_aug\BED\aug_36.jpg,BED
dataset/train_aug\BED\aug_37.jpg,BED
dataset/train_aug\BED\aug_38.jpg,BED
dataset/train_aug\BED\aug_39.jpg,BED
dataset/train_aug\BED\aug_40.jpg,BED
dataset/train_aug\BED\aug_41.jpg,BED
dataset/train_aug\BED\aug_42.jpg,BED
dataset/train_aug\BED\aug_43.jpg,BED
dataset/train_aug\BED\aug_44.jpg,BED
dataset/train_aug\BED\aug_45.jpg,BED
dataset/train_aug\BED\aug_46.jpg,BED
dataset/train_aug\BED\aug_47.jpg,BED
dataset/train_aug\BED\aug_48.jpg,BED
dataset/train_aug\BED\aug_49.jpg,BED
dataset/train_aug\BORED\orig_BORED (1).jpg,BORED
dataset/train_aug\BORED\orig_BORED (3).jpg,BORED
dataset/train_aug\BORED\orig_BORED (5).jpg,BORED
dataset/train_aug\BORED\orig_BORED (6).jpg,BORED
dataset/train_aug\BORED\aug_4.jpg,BORED
dataset/train_aug\BORED\aug_5.jpg,BORED
dataset/train_aug\BORED\aug_6.jpg,BORED
dataset/train_aug\BORED\aug_7.jpg,BORED
dataset/train_aug\BORED\aug_8.jpg,BORED
dataset/train_aug\BORED\aug_9.jpg,BORED
dataset/train_aug\BORED\aug_10.jpg,BORED
dataset/train_aug\BORED\aug_11.jpg,BORED
dataset/train_aug\BORED\aug_12.jpg,BORED
dataset/train_aug\BORED\aug_13.jpg,BORED
dataset/train_aug\BORED\aug_14.jpg,BORED
dataset/train_aug\BORED\aug_15.jpg,BORED
dataset/train_aug\BORED\aug_16.jpg,BORED
dataset/train_aug\BORED\aug_17.jpg,BORED
dataset/train_aug\BORED\aug_18.jpg,BORED
dataset/train_aug\BORED\aug_19.jpg,BORED
dataset/train_aug\BORED\aug_20.jpg,BORED
dataset/train_aug\BORED\aug_21.jpg,BORED
dataset/train_aug\BORED\aug_22.jpg,BORED
dataset/train_aug\BORED\aug_23.jpg,BORED
dataset/train_aug\BORED\aug_24.jpg,BORED
dataset/train_aug\BORED\aug_25.jpg,BORED
dataset/train_aug\BORED\aug_26.jpg,BORED
dataset/train_aug\BORED\aug_27.jpg,BORED
dataset/train_aug\BORED\aug_28.jpg,BORED
dataset/train_aug\BORED\aug_29.jpg,BORED
dataset/train_aug\BORED\aug_30.jpg,BORED
dataset/train_aug\BORED\aug_31.jpg,BORED
dataset/train_aug\BORED\aug_32.jpg,BORED
dataset/train_aug\BORED\aug_33.jpg,BORED
dataset/train_aug\BORED\aug_34.jpg,BORED
dataset/train_aug\BORED\aug_35.jpg,BORED
dataset/train_aug\BORED\aug_36.jpg,BORED
dataset/train_aug\BORED\aug_37.jpg,BORED
dataset/train_aug\BORED\aug_38.jpg,BORED
dataset/train_aug\BORED\aug_39.jpg,BORED
dataset/train_aug\BORED\aug_40.jpg,BORED
dataset/train_aug\BORED\aug_41.jpg,BORED
dataset/train_aug\BORED\aug_42.jpg,BORED
dataset/train_aug\BORED\aug_43.jpg,BORED
dataset/train_aug\BORED\aug_44.jpg,BORED
dataset/train_aug\BORED\aug_45.jpg,BORED
dataset/train_aug\BORED\aug_46.jpg,BORED
dataset/train_aug\BORED\aug_47.jpg,BORED
dataset/train_aug\BORED\aug_48.jpg,BORED
dataset/train_aug\BORED\aug_49.jpg,BORED
dataset/train_aug\BRING\orig_BRING-1.jpg,BRING
dataset/train_aug\BRING\orig_BRING-3.jpg,BRING
dataset/train_aug\BRING\orig_BRING-5.jpg,BRING
dataset/train_aug\BRING\orig_BRING-6.jpg,BRING
dataset/train_aug\BRING\orig_BRING-7.jpg,BRING
dataset/train_aug\BRING\aug_5.jpg,BRING
dataset/train_aug\BRING\aug_6.jpg,BRING
dataset/train_aug\BRING\aug_7.jpg,BRING
dataset/train_aug\BRING\aug_8.jpg,BRING
dataset/train_aug\BRING\aug_9.jpg,BRING
dataset/train_aug\BRING\aug_10.jpg,BRING
dataset/train_aug\BRING\aug_11.jpg,BRING
dataset/train_aug\BRING\aug_12.jpg,BRING
dataset/train_aug\BRING\aug_13.jpg,BRING
dataset/train_aug\BRING\aug_14.jpg,BRING
dataset/train_aug\BRING\aug_15.jpg,BRING
dataset/train_aug\BRING\aug_16.jpg,BRING
dataset/train_aug\BRING\aug_17.jpg,BRING
dataset/train_aug\BRING\aug_18.jpg,BRING
dataset/train_aug\BRING\aug_19.jpg,BRING
dataset/train_aug\BRING\aug_20.jpg,BRING
dataset/train_aug\BRING\aug_21.jpg,BRING
dataset/train_aug\BRING\aug_22.jpg,BRING
dataset/train_aug\BRING\aug_23.jpg,BRING
dataset/train_aug\BRING\aug_24.jpg,BRING
dataset/train_aug\BRING\aug_25.jpg,BRING
dataset/train_aug\BRING\aug_26.jpg,BRING
dataset/train_aug\BRING\aug_27.jpg,BRING
dataset/train_aug\BRING\aug_28.jpg,BRING
dataset/train_aug\BRING\aug_29.jpg,BRING
dataset/train_aug\BRING\aug_30.jpg,BRING
dataset/train_aug\BRING\aug_31.jpg,BRING
dataset/train_aug\BRING\aug_32.jpg,BRING
dataset/train_aug\BRING\aug_33.jpg,BRING
dataset/train_aug\BRING\aug_34.jpg,BRING
dataset/train_aug\BRING\aug_35.jpg,BRING
dataset/train_aug\BRING\aug_36.jpg,BRING
dataset/train_aug\BRING\aug_37.jpg,BRING
dataset/train_aug\BRING\aug_38.jpg,BRING
dataset/train_aug\BRING\aug_39.jpg,BRING
dataset/train_aug\BRING\aug_40.jpg,BRING
dataset/train_aug\BRING\aug_41.jpg,BRING
dataset/train_aug\BRING\aug_42.jpg,BRING
dataset/train_aug\BRING\aug_43.jpg,BRING
dataset/train_aug\BRING\aug_44.jpg,BRING
dataset/train_aug\BRING\aug_45.jpg,BRING
dataset/train_aug\BRING\aug_46.jpg,BRING
dataset/train_aug\BRING\aug_47.jpg,BRING
dataset/train_aug\BRING\aug_48.jpg,BRING
dataset/train_aug\BRING\aug_49.jpg,BRING
dataset/train_aug\CHAT\orig_CHAT (3).jpg,CHAT
dataset/train_aug\CHAT\orig_CHAT (4).jpg,CHAT
dataset/train_aug\CHAT\orig_CHAT (5).jpg,CHAT
dataset/train_aug\CHAT\orig_CHAT (6).jpg,CHAT
dataset/train_aug\CHAT\aug_4.jpg,CHAT
dataset/train_aug\CHAT\aug_5.jpg,CHAT
dataset/train_aug\CHAT\aug_6.jpg,CHAT
dataset/train_aug\CHAT\aug_7.jpg,CHAT
dataset/train_aug\CHAT\aug_8.jpg,CHAT
dataset/train_aug\CHAT\aug_9.jpg,CHAT
dataset/train_aug\CHAT\aug_10.jpg,CHAT
dataset/train_aug\CHAT\aug_11.jpg,CHAT
dataset/train_aug\CHAT\aug_12.jpg,CHAT
dataset/train_aug\CHAT\aug_13.jpg,CHAT
dataset/train_aug\CHAT\aug_14.jpg,CHAT
dataset/train_aug\CHAT\aug_15.jpg,CHAT
dataset/train_aug\CHAT\aug_16.jpg,CHAT
dataset/train_aug\CHAT\aug_17.jpg,CHAT
dataset/train_aug\CHAT\aug_18.jpg,CHAT
dataset/train_aug\CHAT\aug_19.jpg,CHAT
dataset/train_aug\CHAT\aug_20.jpg,CHAT
dataset/train_aug\CHAT\aug_21.jpg,CHAT
dataset/train_aug\CHAT\aug_22.jpg,CHAT
dataset/train_aug\CHAT\aug_23.jpg,CHAT
dataset/train_aug\CHAT\aug_24.jpg,CHAT
dataset/train_aug\CHAT\aug_25.jpg,CHAT
dataset/train_aug\CHAT\aug_26.jpg,CHAT
dataset/train_aug\CHAT\aug_27.jpg,CHAT
dataset/train_aug\CHAT\aug_28.jpg,CHAT
dataset/train_aug\CHAT\aug_29.jpg,CHAT
dataset/train_aug\CHAT\aug_30.jpg,CHAT
dataset/train_aug\CHAT\aug_31.jpg,CHAT
dataset/train_aug\CHAT\aug_32.jpg,CHAT
dataset/train_aug\CHAT\aug_33.jpg,CHAT
dataset/train_aug\CHAT\aug_34.jpg,CHAT
dataset/train_aug\CHAT\aug_35.jpg,CHAT
dataset/train_aug\CHAT\aug_36.jpg,CHAT
dataset/train_aug\CHAT\aug_37.jpg,CHAT
dataset/train_aug\CHAT\aug_38.jpg,CHAT
dataset/train_aug\CHAT\aug_39.jpg,CHAT
dataset/train_aug\CHAT\aug_40.jpg,CHAT
dataset/train_aug\CHAT\aug_41.jpg,CHAT
dataset/train_aug\CHAT\aug_42.jpg,CHAT
dataset/train_aug\CHAT\aug_43.jpg,CHAT
dataset/train_aug\CHAT\aug_44.jpg,CHAT
dataset/train_aug\CHAT\aug_45.jpg,CHAT
dataset/train_aug\CHAT\aug_46.jpg,CHAT
dataset/train_aug\CHAT\aug_47.jpg,CHAT
dataset/train_aug\CHAT\aug_48.jpg,CHAT
dataset/train_aug\CHAT\aug_49.jpg,CHAT
dataset/train_aug\CLASS\orig_CLASS (1).jpg,CLASS
dataset/train_aug\CLASS\orig_CLASS (2).jpg,CLASS
dataset/train_aug\CLASS\orig_CLASS (3).jpg,CLASS
dataset/train_aug\CLASS\orig_CLASS (5).jpg,CLASS
dataset/train_aug\CLASS\aug_4.jpg,CLASS
dataset/train_aug\CLASS\aug_5.jpg,CLASS
dataset/train_aug\CLASS\aug_6.jpg,CLASS
dataset/train_aug\CLASS\aug_7.jpg,CLASS
dataset/train_aug\CLASS\aug_8.jpg,CLASS
dataset/train_aug\CLASS\aug_9.jpg,CLASS
dataset/train_aug\CLASS\aug_10.jpg,CLASS
dataset/train_aug\CLASS\aug_11.jpg,CLASS
dataset/train_aug\CLASS\aug_12.jpg,CLASS
dataset/train_aug\CLASS\aug_13.jpg,CLASS
dataset/train_aug\CLASS\aug_14.jpg,CLASS
dataset/train_aug\CLASS\aug_15.jpg,CLASS
dataset/train_aug\CLASS\aug_16.jpg,CLASS
dataset/train_aug\CLASS\aug_17.jpg,CLASS
dataset/train_aug\CLASS\aug_18.jpg,CLASS
dataset/train_aug\CLASS\aug_19.jpg,CLASS
dataset/train_aug\CLASS\aug_20.jpg,CLASS
dataset/train_aug\CLASS\aug_21.jpg,CLASS
dataset/train_aug\CLASS\aug_22.jpg,CLASS
dataset/train_aug\CLASS\aug_23.jpg,CLASS
dataset/train_aug\CLASS\aug_24.jpg,CLASS
dataset/train_aug\CLASS\aug_25.jpg,CLASS
dataset/train_aug\CLASS\aug_26.jpg,CLASS
dataset/train_aug\CLASS\aug_27.jpg,CLASS
dataset/train_aug\CLASS\aug_28.jpg,CLASS
dataset/train_aug\CLASS\aug_29.jpg,CLASS
dataset/train_aug\CLASS\aug_30.jpg,CLASS
dataset/train_aug\CLASS\aug_31.jpg,CLASS
dataset/train_aug\CLASS\aug_32.jpg,CLASS
dataset/train_aug\CLASS\aug_33.jpg,CLASS
dataset/train_aug\CLASS\aug_34.jpg,CLASS
dataset/train_aug\CLASS\aug_35.jpg,CLASS
dataset/train_aug\CLASS\aug_36.jpg,CLASS
dataset/train_aug\CLASS\aug_37.jpg,CLASS
dataset/train_aug\CLASS\aug_38.jpg,CLASS
dataset/train_aug\CLASS\aug_39.jpg,CLASS
dataset/train_aug\CLASS\aug_40.jpg,CLASS
dataset/train_aug\CLASS\aug_41.jpg,CLASS
dataset/train_aug\CLASS\aug_42.jpg,CLASS
dataset/train_aug\CLASS\aug_43.jpg,CLASS
dataset/train_aug\CLASS\aug_44.jpg,CLASS
dataset/train_aug\CLASS\aug_45.jpg,CLASS
dataset/train_aug\CLASS\aug_46.jpg,CLASS
dataset/train_aug\CLASS\aug_47.jpg,CLASS
dataset/train_aug\CLASS\aug_48.jpg,CLASS
dataset/train_aug\CLASS\aug_49.jpg,CLASS
dataset/train_aug\COLD\orig_COLD (2).jpg,COLD
dataset/train_aug\COLD\orig_COLD (3).jpg,COLD
dataset/train_aug\COLD\orig_COLD (4).jpg,COLD
dataset/train_aug\COLD\orig_COLD (6).jpg,COLD
dataset/train_aug\COLD\orig_COLD (7).jpg,COLD
dataset/train_aug\COLD\aug_5.jpg,COLD
dataset/train_aug\COLD\aug_6.jpg,COLD
dataset/train_aug\COLD\aug_7.jpg,COLD
dataset/train_aug\COLD\aug_8.jpg,COLD
dataset/train_aug\COLD\aug_9.jpg,COLD
dataset/train_aug\COLD\aug_10.jpg,COLD
dataset/train_aug\COLD\aug_11.jpg,COLD
dataset/train_aug\COLD\aug_12.jpg,COLD
dataset/train_aug\COLD\aug_13.jpg,COLD
dataset/train_aug\COLD\aug_14.jpg,COLD
dataset/train_aug\COLD\aug_15.jpg,COLD
dataset/train_aug\COLD\aug_16.jpg,COLD
dataset/train_aug\COLD\aug_17.jpg,COLD
dataset/train_aug\COLD\aug_18.jpg,COLD
dataset/train_aug\COLD\aug_19.jpg,COLD
dataset/train_aug\COLD\aug_20.jpg,COLD
dataset/train_aug\COLD\aug_21.jpg,COLD
dataset/train_aug\COLD\aug_22.jpg,COLD
dataset/train_aug\COLD\aug_23.jpg,COLD
dataset/train_aug\COLD\aug_24.jpg,COLD
dataset/train_aug\COLD\aug_25.jpg,COLD
dataset/train_aug\COLD\aug_26.jpg,COLD
dataset/train_aug\COLD\aug_27.jpg,COLD
dataset/train_aug\COLD\aug_28.jpg,COLD
dataset/train_aug\COLD\aug_29.jpg,COLD
dataset/train_aug\COLD\aug_30.jpg,COLD
dataset/train_aug\COLD\aug_31.jpg,COLD
dataset/train_aug\COLD\aug_32.jpg,COLD
dataset/train_aug\COLD\aug_33.jpg,COLD
dataset/train_aug\COLD\aug_34.jpg,COLD
dataset/train_aug\COLD\aug_35.jpg,COLD
dataset/train_aug\COLD\aug_36.jpg,COLD
dataset/train_aug\COLD\aug_37.jpg,COLD
dataset/train_aug\COLD\aug_38.jpg,COLD
dataset/train_aug\COLD\aug_39.jpg,COLD
dataset/train_aug\COLD\aug_40.jpg,COLD
dataset/train_aug\COLD\aug_41.jpg,COLD
dataset/train_aug\COLD\aug_42.jpg,COLD
dataset/train_aug\COLD\aug_43.jpg,COLD
dataset/train_aug\COLD\aug_44.jpg,COLD
dataset/train_aug\COLD\aug_45.jpg,COLD
dataset/train_aug\COLD\aug_46.jpg,COLD
dataset/train_aug\COLD\aug_47.jpg,COLD
dataset/train_aug\COLD\aug_48.jpg,COLD
dataset/train_aug\COLD\aug_49.jpg,COLD
dataset/train_aug\COLLEGE_SCHOOL\orig_COLLEGE OR SCHOOL (1).jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\orig_COLLEGE OR SCHOOL (2).jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\orig_COLLEGE OR SCHOOL (4).jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\orig_COLLEGE OR SCHOOL (6).jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\orig_FROM (1).jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\orig_FROM (3).jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\orig_FROM (4).jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\orig_FROM (5).jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\orig_FROM (6).jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\orig_WHICH (1).jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\orig_WHICH (2).jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\orig_WHICH (3).jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\orig_WHICH (4).jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\orig_WHICH (6).jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_14.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_15.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_16.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_17.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_18.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_19.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_20.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_21.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_22.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_23.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_24.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_25.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_26.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_27.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_28.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_29.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_30.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_31.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_32.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_33.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_34.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_35.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_36.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_37.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_38.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_39.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_40.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_41.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_42.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_43.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_44.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_45.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_46.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_47.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_48.jpg,COLLEGE_SCHOOL
dataset/train_aug\COLLEGE_SCHOOL\aug_49.jpg,COLLEGE_SCHOOL
dataset/train_aug\COMB\orig_COMB (1).jpg,COMB
dataset/train_aug\COMB\orig_COMB (2).jpg,COMB
dataset/train_aug\COMB\orig_COMB (3).jpg,COMB
dataset/train_aug\COMB\orig_COMB (5).jpg,COMB
dataset/train_aug\COMB\orig_COMB (6).jpg,COMB
dataset/train_aug\COMB\aug_5.jpg,COMB
dataset/train_aug\COMB\aug_6.jpg,COMB
dataset/train_aug\COMB\aug_7.jpg,COMB
dataset/train_aug\COMB\aug_8.jpg,COMB
dataset/train_aug\COMB\aug_9.jpg,COMB
dataset/train_aug\COMB\aug_10.jpg,COMB
dataset/train_aug\COMB\aug_11.jpg,COMB
dataset/train_aug\COMB\aug_12.jpg,COMB
dataset/train_aug\COMB\aug_13.jpg,COMB
dataset/train_aug\COMB\aug_14.jpg,COMB
dataset/train_aug\COMB\aug_15.jpg,COMB
dataset/train_aug\COMB\aug_16.jpg,COMB
dataset/train_aug\COMB\aug_17.jpg,COMB
dataset/train_aug\COMB\aug_18.jpg,COMB
dataset/train_aug\COMB\aug_19.jpg,COMB
dataset/train_aug\COMB\aug_20.jpg,COMB
dataset/train_aug\COMB\aug_21.jpg,COMB
dataset/train_aug\COMB\aug_22.jpg,COMB
dataset/train_aug\COMB\aug_23.jpg,COMB
dataset/train_aug\COMB\aug_24.jpg,COMB
dataset/train_aug\COMB\aug_25.jpg,COMB
dataset/train_aug\COMB\aug_26.jpg,COMB
dataset/train_aug\COMB\aug_27.jpg,COMB
